ds,yhat
2025-09-01,27535.422146608726
2025-10-01,27625.300135293066
2025-11-01,27714.27934409056
2025-12-01,27802.368760800076
2026-01-01,27889.577283342504
2026-02-01,27975.913720659504
2026-03-01,28061.38679360333
2026-04-01,28146.005135817722
2026-05-01,28229.777294609972
2026-06-01,28312.7117318143
2026-07-01,28394.81682464658
2026-08-01,28476.10086655054
