ds,yhat
2025-09-01,112059.29474180673
2025-10-01,140421.42884856887
2025-11-01,102732.34956437562
2025-12-01,143880.1589529954
2026-01-01,145041.4530643012
2026-02-01,128678.57359702242
2026-03-01,112670.70568585403
2026-04-01,133820.7468933534
2026-05-01,132478.29636704436
2026-06-01,73786.74534093992
2026-07-01,106087.83339984875
2026-08-01,153961.49645717372
