ds,yhat
2025-09-01,157823.2281909105
2025-10-01,155221.8443055048
2025-11-01,154435.20192555606
2025-12-01,154634.42555620073
2026-01-01,153136.6255339046
2026-02-01,155534.85875777848
2026-03-01,181461.13660769037
2026-04-01,177112.7566250165
2026-05-01,177930.72104887746
2026-06-01,177538.49096826123
2026-07-01,177899.12653517045
2026-08-01,177387.1560851907
