ds,yhat
2025-09-01,241801.5664827171
2025-10-01,230883.9563262111
2025-11-01,232695.833379976
2025-12-01,215826.30942632482
2026-01-01,212199.1874305726
2026-02-01,222530.38482036232
2026-03-01,208286.42237922605
2026-04-01,214947.33532709576
2026-05-01,213816.52390471415
2026-06-01,195973.16608489695
2026-07-01,225464.06780625245
2026-08-01,216209.51109233437
