ds,yhat
2025-09-01,108671.13807136861
2025-10-01,114748.91422021121
2025-11-01,123242.4335272169
2025-12-01,121478.46949348773
2026-01-01,104960.09128635479
2026-02-01,118851.58654549843
2026-03-01,127845.69833440799
2026-04-01,130971.202911487
2026-05-01,107097.25424208655
2026-06-01,108519.71677315739
2026-07-01,105688.09399451126
2026-08-01,141002.37981332088
