ds,yhat
2025-09-01,72531.8495538177
2025-10-01,96990.48632120003
2025-11-01,119550.11028792574
2025-12-01,79026.82030217582
2026-01-01,80517.61058530718
2026-02-01,64793.80692690851
2026-03-01,108229.30676910945
2026-04-01,81490.53481367991
2026-05-01,75432.86910054284
2026-06-01,80168.240648235
2026-07-01,93157.85065331472
2026-08-01,105758.61284434583
