ds,yhat
2025-09-01,152111.41678655395
2025-10-01,152131.92124827814
2025-11-01,186164.87516670633
2025-12-01,168537.51954429832
2026-01-01,180916.50954377043
2026-02-01,133879.95798323333
2026-03-01,177912.84481418127
2026-04-01,184129.5146865481
2026-05-01,152796.71259907723
2026-06-01,188638.22560519166
2026-07-01,130699.48335796894
2026-08-01,159263.1612175521
