ds,yhat
2025-09-01,511644.6614349314
2025-10-01,395670.65413961455
2025-11-01,423099.2237129827
2025-12-01,479956.3667543877
2026-01-01,459956.3667360865
2026-02-01,581899.2238807613
2026-03-01,453499.22388058074
2026-04-01,495956.3667377415
2026-05-01,381023.84806411405
2026-06-01,555215.7893193815
2026-07-01,499196.72536622215
2026-08-01,419365.2854992494
