ds,yhat
2025-09-01,276894.4970439459
2025-10-01,278303.8247587447
2025-11-01,279699.05919639557
2025-12-01,281080.34128966986
2026-01-01,282447.81056201144
2026-02-01,283801.60514162964
2026-03-01,285141.86177545163
2026-04-01,286468.71584293543
2026-05-01,287782.30136974435
2026-06-01,289082.75104128517
2026-07-01,290370.1962161106
2026-08-01,291644.76693918783
