ds,yhat
2025-09-01,88383.11875420851
2025-10-01,96897.75113575946
2025-11-01,107109.40538685443
2025-12-01,67014.92344625854
2026-01-01,84805.6008169401
2026-02-01,72908.24939269217
2026-03-01,85908.40078359214
2026-04-01,105786.38247240204
2026-05-01,100372.34593916174
2026-06-01,99782.05257072474
2026-07-01,79819.80523109331
2026-08-01,86338.612527445
