ds,yhat
2025-09-01,94500.0
2025-10-01,91181.81818181818
2025-11-01,89000.0
2025-12-01,80000.0
2026-01-01,84000.0
2026-02-01,83999.99999999999
2026-03-01,66874.99999999999
2026-04-01,91999.99999999999
2026-05-01,108999.99999999999
2026-06-01,124999.99999999999
2026-07-01,134333.3333333333
2026-08-01,118428.5714285714
