ds,yhat
2025-09-01,205620.06379096862
2025-10-01,211456.41491965606
2025-11-01,229772.68701686675
2025-12-01,222468.38098085526
2026-01-01,218417.77238150197
2026-02-01,244931.44356736896
2026-03-01,202432.7542354003
2026-04-01,199523.65576382983
2026-05-01,239032.7812119025
2026-06-01,222250.90812666164
2026-07-01,224039.98430990786
2026-08-01,206631.91622103236
