ds,yhat
2025-09-01,32500.0
2025-10-01,30000.0
2025-11-01,35000.0
2025-12-01,46875.0
2026-01-01,31666.66666666667
2026-02-01,46875.0
2026-03-01,31666.666666666675
2026-04-01,37500.0
2026-05-01,26000.0
2026-06-01,34000.0
2026-07-01,35000.0
2026-08-01,30000.0
