ds,yhat
2025-09-01,212239.97277065314
2025-10-01,256073.12957093643
2025-11-01,246956.28065819814
2025-12-01,228427.82364761818
2026-01-01,202670.4052932959
2026-02-01,210814.48085011297
2026-03-01,222573.66470423053
2026-04-01,191141.89741076555
2026-05-01,242490.4238291054
2026-06-01,209285.37728500305
2026-07-01,196471.94764260302
2026-08-01,249501.657930038
