ds,yhat
2025-09-01,128833.33333333333
2025-10-01,139833.3333333333
2025-11-01,150333.3333333333
2025-12-01,96832.33333333331
2026-01-01,136333.3333333333
2026-02-01,181833.3333333333
2026-03-01,116833.33333333333
2026-04-01,190333.3333333333
2026-05-01,120333.33333333331
2026-06-01,153666.66666666663
2026-07-01,209999.99999999997
2026-08-01,182266.66666666666
