ds,yhat,yhat_lower,yhat_upper
2025-12-01,24.348454311202957,23.131031595642806,25.565877026763108
2026-01-01,25.50350456054648,24.228329332519156,26.778679788573807
2026-02-01,25.491289037153045,24.216724585295392,26.7658534890107
2026-03-01,25.738185511526588,24.451276235950257,27.02509478710292
2026-04-01,24.64329963367265,23.411134651989016,25.875464615356286
2026-05-01,25.762021041021914,24.473919988970817,27.05012209307301
2026-06-01,25.2820003434015,24.017900326231423,26.546100360571575
2026-07-01,24.74829856260974,23.510883634479253,25.985713490740228
2026-08-01,25.36174724139991,24.093659879329913,26.62983460346991
2026-09-01,25.24955196104992,23.987074362997422,26.51202955910242
2026-10-01,26.131411671030197,24.824841087478685,27.43798225458171
2026-11-01,25.54707905789563,24.26972510500085,26.82443301079041
