ds,yhat,yhat_lower,yhat_upper
2025-12-01,107.76670465062755,102.37836941809617,113.15503988315892
2026-01-01,91.34330922002589,86.77614375902459,95.91047468102718
2026-02-01,76.37987320963622,72.56087954915441,80.19886687011802
2026-03-01,104.43725665095462,99.21539381840688,109.65911948350237
2026-04-01,90.26793334553054,85.75453667825401,94.78133001280706
2026-05-01,102.63431014995024,97.50259464245272,107.76602565744776
2026-06-01,78.69089340030861,74.75634873029318,82.62543807032404
2026-07-01,82.57283799297242,78.4441960933238,86.70147989262105
2026-08-01,75.2036450619771,71.44346280887824,78.96382731507596
2026-09-01,73.24337389008093,69.58120519557689,76.90554258458498
2026-10-01,84.41910133931451,80.19814627234878,88.64005640628024
2026-11-01,83.34937259622176,79.18190396641066,87.51684122603285
