ds,yhat,yhat_lower,yhat_upper
2025-12-01,11.327531434109853,10.761154862404359,11.893908005815346
2026-01-01,11.918547005235846,11.322619654974053,12.514474355497638
2026-02-01,11.636145006307324,11.054337755991957,12.21795225662269
2026-03-01,12.545064773537039,11.917811534860187,13.172318012213891
2026-04-01,12.111227320066464,11.50566595406314,12.716788686069787
2026-05-01,12.065854381687387,11.462561662603017,12.669147100771758
2026-06-01,11.444112663792097,10.871907030602491,12.016318296981703
2026-07-01,11.819537206876369,11.22856034653255,12.410514067220188
2026-08-01,11.41972735047803,10.848740982954128,11.990713718001933
2026-09-01,11.680147844193877,11.096140451984184,12.264155236403571
2026-10-01,11.99419343409908,11.394483762394126,12.593903105804033
2026-11-01,11.335237318836235,10.768475452894423,11.901999184778047
