ds,yhat,yhat_lower,yhat_upper
2025-12-01,101.93436884743835,96.83765040506643,107.03108728981027
2026-01-01,103.57610271920407,98.39729758324387,108.75490785516428
2026-02-01,102.06552026201256,96.96224424891193,107.16879627511318
2026-03-01,101.04650577808262,95.99418048917849,106.09883106698675
2026-04-01,104.65185175610054,99.41925916829551,109.88444434390557
2026-05-01,104.34204827591758,99.12494586212169,109.55915068971346
2026-06-01,101.89845418542342,96.80353147615224,106.99337689469459
2026-07-01,102.15103178587827,97.04348019658435,107.2585833751722
2026-08-01,102.16787008590288,97.05947658160773,107.27626359019803
2026-09-01,100.97390746225533,95.92521208914256,106.02260283536809
2026-10-01,101.37393639313365,96.30523957347695,106.44263321279034
2026-11-01,99.03496496334918,94.08321671518172,103.98671321151664
